,participant_id,Q1_province,Q1a_urban_rural,Q2_canadian_tenure,Q3_generation,Q5_identity_connection,Q11_tagline_text_combined,cleaned_text_tagline,main_topic_tagline,main_topic_label_tagline,main_topic_keywords_tagline,main_sentiment_tagline,main_topics_tagline,main_topic_keywords_tagline_list,count_tagline
189,e939c340-71f9-4a51-ba97-bc83c082e285,Saskatchewan,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,Govt scandals,got scandal,38,Scandal & Got & Pulled & Way,"scandal, got, pulled, way",NEUTRAL,Miscellaneous / Other, got,1
189,e939c340-71f9-4a51-ba97-bc83c082e285,Saskatchewan,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,Govt scandals,got scandal,38,Scandal & Got & Pulled & Way,"scandal, got, pulled, way",NEUTRAL,Miscellaneous / Other, pulled,1
189,e939c340-71f9-4a51-ba97-bc83c082e285,Saskatchewan,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,Govt scandals,got scandal,38,Scandal & Got & Pulled & Way,"scandal, got, pulled, way",NEUTRAL,Miscellaneous / Other, way,1
190,20b3b23d-6ae0-4654-870f-73cce0aa5c05,British Columbia,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),Somewhat connected,Not sure,sure,2,Sure & Asking & Sorry & Fine,"sure, asking, sorry, fine",POSITIVE,Miscellaneous / Other,sure,1
190,20b3b23d-6ae0-4654-870f-73cce0aa5c05,British Columbia,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),Somewhat connected,Not sure,sure,2,Sure & Asking & Sorry & Fine,"sure, asking, sorry, fine",POSITIVE,Miscellaneous / Other, asking,1
190,20b3b23d-6ae0-4654-870f-73cce0aa5c05,British Columbia,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),Somewhat connected,Not sure,sure,2,Sure & Asking & Sorry & Fine,"sure, asking, sorry, fine",POSITIVE,Miscellaneous / Other, sorry,1
190,20b3b23d-6ae0-4654-870f-73cce0aa5c05,British Columbia,Suburban (residential area near a city),All my life,Gen Z (born ~1997–2012),Somewhat connected,Not sure,sure,2,Sure & Asking & Sorry & Fine,"sure, asking, sorry, fine",POSITIVE,Miscellaneous / Other, fine,1
191,70fa7467-4ac4-4175-93db-9e3ac859fd89,British Columbia,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),Somewhat connected,"Canada for all, no exceptions ",canada exception,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity,canada,1
191,70fa7467-4ac4-4175-93db-9e3ac859fd89,British Columbia,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),Somewhat connected,"Canada for all, no exceptions ",canada exception,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Canada & National Identity, canadian,1
191,70fa7467-4ac4-4175-93db-9e3ac859fd89,British Columbia,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),Somewhat connected,"Canada for all, no exceptions ",canada exception,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, wa,1
191,70fa7467-4ac4-4175-93db-9e3ac859fd89,British Columbia,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),Somewhat connected,"Canada for all, no exceptions ",canada exception,0,Canada & Canadian & Wa & Value,"canada, canadian, wa, value",NEUTRAL,Miscellaneous / Other, value,1
192,ce3d8c0f-ef6d-44ac-8cfc-40fa328bdae9,Quebec,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),A little connected,The oppressed gain a voice.,oppressed gain voice,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity,nation,1
192,ce3d8c0f-ef6d-44ac-8cfc-40fa328bdae9,Quebec,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),A little connected,The oppressed gain a voice.,oppressed gain voice,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity, country,1
192,ce3d8c0f-ef6d-44ac-8cfc-40fa328bdae9,Quebec,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),A little connected,The oppressed gain a voice.,oppressed gain voice,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, culture,1
192,ce3d8c0f-ef6d-44ac-8cfc-40fa328bdae9,Quebec,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),A little connected,The oppressed gain a voice.,oppressed gain voice,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, resource,1
193,ce67238f-e47f-49c2-ac48-3af7058e34ae,Ontario,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,We look to the past to make the future better,look past make future better,14,Future & Bright & Hope & Building,"future, bright, hope, building",NEUTRAL,Hope & Future Outlook,future,1
193,ce67238f-e47f-49c2-ac48-3af7058e34ae,Ontario,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,We look to the past to make the future better,look past make future better,14,Future & Bright & Hope & Building,"future, bright, hope, building",NEUTRAL,Emotional & Aesthetic Values, bright,1
193,ce67238f-e47f-49c2-ac48-3af7058e34ae,Ontario,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,We look to the past to make the future better,look past make future better,14,Future & Bright & Hope & Building,"future, bright, hope, building",NEUTRAL,Hope & Future Outlook, hope,1
193,ce67238f-e47f-49c2-ac48-3af7058e34ae,Ontario,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),Somewhat connected,We look to the past to make the future better,look past make future better,14,Future & Bright & Hope & Building,"future, bright, hope, building",NEUTRAL,Growth & Prosperity, building,1
194,665d85a4-1197-4385-9376-aebdf2883259,Alberta,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Very connected,The frontier and today's pioneers,frontier today pioneer,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity,nation,1
194,665d85a4-1197-4385-9376-aebdf2883259,Alberta,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Very connected,The frontier and today's pioneers,frontier today pioneer,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Canada & National Identity, country,1
194,665d85a4-1197-4385-9376-aebdf2883259,Alberta,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Very connected,The frontier and today's pioneers,frontier today pioneer,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, culture,1
194,665d85a4-1197-4385-9376-aebdf2883259,Alberta,Urban (big city or downtown area),All my life,Gen Z (born ~1997–2012),Very connected,The frontier and today's pioneers,frontier today pioneer,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",NEUTRAL,Miscellaneous / Other, resource,1
195,0c3df8a1-a937-4144-82a2-ba029527fa4f,Ontario,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),A little connected,Proud and free,proud free,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity,nation,1
195,0c3df8a1-a937-4144-82a2-ba029527fa4f,Ontario,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),A little connected,Proud and free,proud free,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Canada & National Identity, country,1
195,0c3df8a1-a937-4144-82a2-ba029527fa4f,Ontario,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),A little connected,Proud and free,proud free,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, culture,1
195,0c3df8a1-a937-4144-82a2-ba029527fa4f,Ontario,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),A little connected,Proud and free,proud free,-1,Nation & Country & Culture & Resource,"nation, country, culture, resource",POSITIVE,Miscellaneous / Other, resource,1
196,de53d5cc-63c9-47be-908b-37f99dba6113,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,The long way,long way,38,Scandal & Got & Pulled & Way,"scandal, got, pulled, way",NEUTRAL,Miscellaneous / Other,scandal,1
196,de53d5cc-63c9-47be-908b-37f99dba6113,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,The long way,long way,38,Scandal & Got & Pulled & Way,"scandal, got, pulled, way",NEUTRAL,Miscellaneous / Other, got,1
196,de53d5cc-63c9-47be-908b-37f99dba6113,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,The long way,long way,38,Scandal & Got & Pulled & Way,"scandal, got, pulled, way",NEUTRAL,Miscellaneous / Other, pulled,1
196,de53d5cc-63c9-47be-908b-37f99dba6113,Quebec,Urban (big city or downtown area),20+ years,Gen X (born ~1965–1980),Somewhat connected,The long way,long way,38,Scandal & Got & Pulled & Way,"scandal, got, pulled, way",NEUTRAL,Miscellaneous / Other, way,1
197,a1903b26-964b-4d6b-bfc9-b44b612a8bb0,Ontario,"Rural (small town, village, or countryside)",All my life,Gen Z (born ~1997–2012),A little connected,People think we're nice so let's actually be nice,people think nice let actually,24,People & Acceptable & Accept & Warm,"people, acceptable, accept, warm",POSITIVE,Miscellaneous / Other,people,1
197,a1903b26-964b-4d6b-bfc9-b44b612a8bb0,Ontario,"Rural (small town, village, or countryside)",All my life,Gen Z (born ~1997–2012),A little connected,People think we're nice so let's actually be nice,people think nice let actually,24,People & Acceptable & Accept & Warm,"people, acceptable, accept, warm",POSITIVE,Care & Fairness, acceptable,1
197,a1903b26-964b-4d6b-bfc9-b44b612a8bb0,Ontario,"Rural (small town, village, or countryside)",All my life,Gen Z (born ~1997–2012),A little connected,People think we're nice so let's actually be nice,people think nice let actually,24,People & Acceptable & Accept & Warm,"people, acceptable, accept, warm",POSITIVE,Care & Fairness, accept,1
197,a1903b26-964b-4d6b-bfc9-b44b612a8bb0,Ontario,"Rural (small town, village, or countryside)",All my life,Gen Z (born ~1997–2012),A little connected,People think we're nice so let's actually be nice,people think nice let actually,24,People & Acceptable & Accept & Warm,"people, acceptable, accept, warm",POSITIVE,War & Conflict, warm,1
198,f476dd06-933b-4d69-9a0c-f59a11fcd438,Nova Scotia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Stronger than ever,stronger ever,15,Stronger & Strength & Together & Ever,"stronger, strength, together, ever",NEUTRAL,Miscellaneous / Other,stronger,1
198,f476dd06-933b-4d69-9a0c-f59a11fcd438,Nova Scotia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Stronger than ever,stronger ever,15,Stronger & Strength & Together & Ever,"stronger, strength, together, ever",NEUTRAL,Miscellaneous / Other, strength,1
198,f476dd06-933b-4d69-9a0c-f59a11fcd438,Nova Scotia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Stronger than ever,stronger ever,15,Stronger & Strength & Together & Ever,"stronger, strength, together, ever",NEUTRAL,Miscellaneous / Other, together,1
198,f476dd06-933b-4d69-9a0c-f59a11fcd438,Nova Scotia,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),Very connected,Stronger than ever,stronger ever,15,Stronger & Strength & Together & Ever,"stronger, strength, together, ever",NEUTRAL,Miscellaneous / Other, ever,1
199,cf1ce6c6-bdb0-4b57-a49b-b0bea41209e1,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Not at all connected,You voted for the liberals again.  You didn't listen.,voted liberal listen,19,Liberal & Party & Destroyed & British,"liberal, party, destroyed, british",NEUTRAL,Politics & Governance,liberal,1
199,cf1ce6c6-bdb0-4b57-a49b-b0bea41209e1,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Not at all connected,You voted for the liberals again.  You didn't listen.,voted liberal listen,19,Liberal & Party & Destroyed & British,"liberal, party, destroyed, british",NEUTRAL,Miscellaneous / Other, party,1
199,cf1ce6c6-bdb0-4b57-a49b-b0bea41209e1,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Not at all connected,You voted for the liberals again.  You didn't listen.,voted liberal listen,19,Liberal & Party & Destroyed & British,"liberal, party, destroyed, british",NEUTRAL,Miscellaneous / Other, destroyed,1
199,cf1ce6c6-bdb0-4b57-a49b-b0bea41209e1,Ontario,Urban (big city or downtown area),All my life,Gen X (born ~1965–1980),Not at all connected,You voted for the liberals again.  You didn't listen.,voted liberal listen,19,Liberal & Party & Destroyed & British,"liberal, party, destroyed, british",NEUTRAL,Miscellaneous / Other, british,1
200,16c6cf88-c99d-4992-b1f5-34c7b8dfaf81,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,a constant work in progress,constant work progress,32,Progress & Work & Constant & Progressive,"progress, work, constant, progressive",NEUTRAL,Change & Progress,progress,1
200,16c6cf88-c99d-4992-b1f5-34c7b8dfaf81,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,a constant work in progress,constant work progress,32,Progress & Work & Constant & Progressive,"progress, work, constant, progressive",NEUTRAL,Miscellaneous / Other, work,1
200,16c6cf88-c99d-4992-b1f5-34c7b8dfaf81,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,a constant work in progress,constant work progress,32,Progress & Work & Constant & Progressive,"progress, work, constant, progressive",NEUTRAL,Miscellaneous / Other, constant,1
200,16c6cf88-c99d-4992-b1f5-34c7b8dfaf81,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),Very connected,a constant work in progress,constant work progress,32,Progress & Work & Constant & Progressive,"progress, work, constant, progressive",NEUTRAL,Change & Progress, progressive,1
201,93f17c89-21f0-43d6-9c85-dfda95d2d812,Quebec,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Very connected,no idea,idea,3,Idea & Clue & Question & Fucking,"idea, clue, question, fucking",NEUTRAL,Miscellaneous / Other,idea,1
